user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016454705.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.92	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.92	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.09, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.29, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.15, 0.83	96.8	11	N/A	N/A
GCA_016454725.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.8	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.8	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.1, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.87, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.25, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.25, 0.84	98.49	11	N/A	N/A
GCA_016454765.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.54	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.54	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.05, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.78, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.31, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.21, 0.85	98.47	11	N/A	N/A
GCA_016454785.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.27	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.27	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.03, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.31, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.09, 0.84	98.37	11	N/A	N/A
GCA_016455305.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.54	0.92	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.54	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.04, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.81, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.83; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.21, 0.84	96.8	11	N/A	N/A
GCA_016638525.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.94	0.98	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.94	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.07, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.86, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.21, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.13, 0.85	96.8	11	N/A	N/A
GCA_016638585.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella arizonae	GCF_008692845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella arizonae	99.31	0.96	GCF_008692845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella arizonae	99.31	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 93.86, 0.85; GCF_900478215.1, s__Salmonella houtenae, 95.0, 93.27, 0.86; GCF_000006945.2, s__Salmonella enterica, 95.0604, 93.25, 0.83; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.43, 0.81	97.62	11	N/A	N/A
GCA_016653555.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella bongori	GCF_000252995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella bongori	100.0	1.0	GCF_000252995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella bongori	100.0	1.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000006945.2, s__Salmonella enterica, 95.0604, 90.08, 0.85; GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 90.01, 0.84; GCF_900478215.1, s__Salmonella houtenae, 95.0, 89.84, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 89.46, 0.8	97.62	11	N/A	N/A
GCA_016775605.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.19	0.94	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.19	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.1, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.11, 0.86	96.8	11	N/A	N/A
GCA_016775625.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.2	0.94	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.2	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.1, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.12, 0.86	96.8	11	N/A	N/A
GCA_016775645.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.81	0.95	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.81	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.05, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.26, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.19, 0.83	96.8	11	N/A	N/A
GCA_016775665.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.56	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.56	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.1, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.85, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.32, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.14, 0.85	96.8	11	N/A	N/A
GCA_016839205.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.89	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.89	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.13, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.89, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.13, 0.85	97.64	11	N/A	N/A
GCA_016864495.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.94	0.98	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.94	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.0, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.16, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.1, 0.85	96.72	11	N/A	N/A
GCA_016864955.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.08	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.08	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.02, 0.82; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.8, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.16, 0.83	97.64	11	N/A	N/A
GCA_016889645.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.28	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.28	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.18, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.92, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.36, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.15, 0.85	98.47	11	N/A	N/A
GCA_016903075.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	95.97	0.84	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_000006945.2, s__Salmonella enterica, 95.0604, 95.97, 0.84; GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.95, 0.82; GCF_900478215.1, s__Salmonella houtenae, 95.0, 95.59, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.79, 0.86; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.12, 0.87	97.64	11	N/A	N/A
GCA_016952595.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.95	0.97	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.95	0.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.04, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.81, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.26, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.12, 0.85	96.8	11	N/A	N/A
GCA_017094545.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.74	0.98	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.74	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.86, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.76, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.13, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.95, 0.85	78.88	11	N/A	N/A
GCA_017094565.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.74	0.98	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.74	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.89, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.76, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.06, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.96, 0.84	79.15	11	N/A	N/A
GCA_017094585.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.74	0.98	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.74	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.89, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.71, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.08, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.96, 0.84	80.39	11	N/A	N/A
GCA_017094605.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.94	0.98	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.94	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.03, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.83, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.26, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.09, 0.84	96.8	11	N/A	N/A
